Word,Corrected,Connected,Additional,Removal,Subs,Undefined,??????
validfiles,Valid files,1,,,,,
validfsnode,Valid node,1,2,,,,
validintermediateemail,Valid intermediate email,2,,,,,
validitiy,validity,,1,,,,
validnilrefpsvi,Valid nilrefpsvi,1,,,,1,
validrow,Valid row,1,,,,,
validtion,validation,,,1,,,
valiew,valiew,,,,,1,
valign,valign,,,,,1,
valitr,valitr,,,,,1,
valter,valter,,,,,1,
valtoarray,valtoarray,,,,,1,
valtype,type,,3,,,,
valuea,value,,1,,,,
valueanimatoranimator,Value animator animator,2,,,,,
valueanimatortest,Value animator test,2,,,,,
valueat,value,,2,,,,
valuecombo,Value combo,1,,,,,
valueend,Value end,1,,,,,
valueexpression,Value expression,1,,,,,
valuefilter,Value filter,1,,,,,
valuefrompreferences,Value from preferences,2,,,,,
valuefromrow,Value from row,2,,,,,
valueinspecifiedunits,Value inspecified units,2,,,,,
valuemap,Value map,1,,,,,
valuemodel,Value model,1,,,,,
valueproperties,Value properties,1,,,,,
valuereadquery,Value read query,2,,,,,
valueset,Value set,1,,,,,
whistenoiseflashmine,White noise flash mine,3,1,,,,
whitehart,White hart,1,,,,,
whiteley,whitely,,1,,,,
whitelists,White lists,1,,,,,
whitepaper,White paper,1,,,,,
whitepoint,White point,1,,,,,
whitepointerscan,White pointer scan,2,,,,,
whitepsace,White space,,,,1,,
whitescreen,White screen,1,,,,,
whitesmiths,White smiths,1,,,,,
whitetheme,White theme,1,,,,,
whith,with,,1,,,,
whithout,Without,,1,,,,
whiule,while,,1,,,,
whizkidtech,whiz kid tech,2,,,,,
whois,who is,1,,,,,
whooop,who hoop,1,,1,,,
whoopie,who hope,1,1,1,,,
whoprefer,who prefer,1,,,,,
whospointingatme,who is pointing at me,1,,1,,,
whyblockedbutton,why blocked button,2,,,,,
wiadomo,via domo,,,,,,1
widdget,widget,,1,,,,
wideband,wide band,1,,,,,
widechartomultibyte,wide chart multi byte,,1,,,,
widescreenmonitor,wide screen monitor,2,,,,,
widgetapp,widget app,1,,,,,
widgetlayout,widget layout,1,,,,,
widgetlcautil,widget lca until,,,1,,1,
widgetless,widget less,1,,,,,
widgetnotfoundexception,widget not found exception,3,,,,,
widgetobject,widget object,1,,,,,
widgetutil,widget until,,,1,,,
widnode,wide node,,,1,,,
widok,wide ok,1,,,,,
widthandheight,width and height,2,,,,,
widthright,width right,1,,,,,
widthzoom,width zoom,1,,,,,
wiecej,wiecej,,,,,1,
wieder,wider,,1,,,,
wiederherstellen,wider her stalled,2,,,,,1
wiederherstellungsdialog,wider her stall ungs dialog,4,1,,,1,1
wiederholungen,wider halogen,1,,,,,1
wiedermal,wider mal,,1,,,,
wiersz,wires,,2,,1,,
wiewer,viewer,,,,,,1
wiewport,viewport,,,,,,1
wifibug,wifi bug,1,,,,,
wifihw,wifi hw,1,,,,,
wifilayer,wifi layer,1,,,,,
wifilocationestimator,wifi location estimator,2,,,,,
wifilocator,wifi locator,1,,,,,
wifimanager,wifi manager,1,,,,,
wifipassword,wifi password,1,,,,,
wifisettings,wifi settings,1,,,,,
wifitoggleservice,wifi toggle service,2,,,,,
wifiwatchdog,wifi watch dog,2,,,,,
wihle,while,,,,1,,
wijjo,wijjo,,,,,1,
wikedevent,weekend event,,,,,,1
wikidialog,wiki dialog,1,,,,,
wikinote,wiki note,1,,,,,
wikiparser,wiki parser,1,,,,,
wikitext,wiki text,1,,,,,
wikitweaks,wiki tweaks,1,,,,,
wikitxt,wiki txt,1,,,,,
wikiwidgets,wiki widgets,1,,,,,
wikiwikisandbox,wiki wiki sandbox,2,,,,,
wikiword,wiki word,1,,,,,
wikstr,wikstr,,,,,1,
wildmonks,wild monks,1,,,,,
willamette,will ammeter,,,,,,1
willc,will,,1,,,,
willdestroycurrentmessageloop,will destroy current message loop,4,,,,,
willdoaction,wild location,1,,,2,,
willkommen,will Komen,1,1,,,,
willpaint,will paint,1,,,,,
willremoveoptions,will remove options,2,,,,,
wilmaa,Wilma,,1,,,,
wiman,woman,,,,,,1
winabspath,win abs path,2,,,,,
winbase,win base,1,,,,,
winbdg,win badge,1,,2,,,
wincon,win con,1,,,,,
wincrypt,win crypt,1,,,,,
wincrypto,win crypto,1,,,,,
wincurverkey,win curve key,2,1,,,,
windbgdlg,win dbg dlg,,,,,2,
winddbg,win dd bg,,,,,2,
windgb,win dgb,,,,,1,
windo,window,,,1,,,
windoe,windowed,,,2,,,
windoes,windows,,1,,,,
windowactivated,window activated,1,,,,,
windowand,window and,1,,,,,
windowattributes,window attributes,1,,,,,
windowblinds,window blinds,1,,,,,
windowbuilder,window builder,1,,,,,
windowclosed,window closed,1,,,,,
windowclosing,window closing,1,,,,,
windowcolor,window color,1,,,,,
windowcontentoverlay,window content overlay,2,,,,,
windowcontext,window context,1,,,,,
windowdebugcontextservice,window debug context service,3,,,,,
windowdelegateproc,window delegate proc,2,,,,,
windowdidmove,window did move,2,,,,,
windowdraggingelement,window dragging element,2,,,,,
windowenabled,window enabled,1,,,,,
windowflaghardwareaccelerationtest,window flag hardware acceleration test,4,,,,,
windowfocuschanged,window focus changed,2,,,,,
windowfull,window full,1,,,,,
windowfunctions,window functions,1,,,,,
windowgainedfocus,window gained focus,2,,,,,
windowisfloating,window is floating,2,,,,,
windowlistenermultiplexer,window listener multiplexer,2,,,,,
windowmaker,window maker,1,,,,,
windowman,window man,1,,,,,
windowmanagerpolicy,window manager policy,2,,,,,
windowmove,window move,1,,,,,
windowns,window ns,1,,,,,
windownumber,window number,1,,,,,
windowownerstillexists,window owner still exists,3,,,,,
windowposchanged,window pos changed,2,,,,,
windowraised,window raised,1,,,,,
windowsce,window sce,1,,,,,
windowsclient,windows client,1,,,,,
windowservicemanager,window service manager,2,,,,,
windowsgone,windows gone,1,,,,,
windowshouldclose,windows should close,2,,1,,,
windowsless,windows less,1,,,,,
windowslivewriter,window sliver writer,1,,1,,,
windowsmedia,windows media,1,,,,,
windowsnapshot,window snapshot,1,,,,,
windowsoftinputmode,window soft input mode,3,,,,,
windowsonlyctrlkey,windows only ctrl key,3,,,,,
windowspreferencesfactory,windows preferences factory,2,,,,,
windowsproxy,windows proxy,1,,,,,
windowstoclose,windows to close,2,,,,,
windowsupdate,windows update,1,,,,,
windowsurface,window surface,1,,,,,
windowsvisible,windows visible,1,,,,,
windowsxp,windows xp,1,,,,,
windowtitlestyle,window title style,2,,,,,
windowwillclose,window will close,2,,,,,
windriver,wind river,1,,,,,
windsor,wind sor,1,,,,,
windspeed,wind speed,1,,,,,
winembed,wine bed,1,1,,,,
winerror,win error,1,,,,,
winfe,win fe,1,,,,,
winfileopenimpl,win file open impl,3,,,,,
winfocus,win focus,1,,,,,
winforms,win forms,1,,,,,
wingray,win gray,1,,,,,
winhttp,win http,1,,,,,
winhugs,win hugs,1,,,,,
winlesshiddenflashwndproc,win less hidden flash wnd proc,5,,,,,
winline,win line,1,,,,,
winlogin,win login,1,,,,,
winmo,win mo,1,,,,,
winmobile,win mobile,1,,,,,
winmutexenter,win mute center,,,,,,1
winname,win name,1,,,,,
winpenpack,win pen pack,2,,,,,
winphone,win phone,1,,,,,
winplatform,win platform,1,,,,,
winproc,win proc,1,,,,,
winrelease,win release,1,,,,,
winsalinstance,win sal instance,2,,,,,
winsdk,win sdk,1,,,,,
winsearch,win search,1,,,,,
winspool,win spool,1,,,,,
winsta,win sta,1,,,,,
winstationsendmessagew,win station send message,3,1,,,,
wintel,win tell,1,,1,,,
wintest,win test,1,,,,,
wintic,win tic,1,,,,,
winup,win up,1,,,,,
winver,win ever,1,,1,,,
winvista,win vista,1,,,,,
winwjre,win wire,1,,,,,1
winwmf,win wmf,1,,,,,
winword,win word,1,,,,,
winxppo,win xppo,1,,,,,
wipde,wipe,,1,,,,
wipeserver,wipe server,1,,,,,
wiplayer,wipe layer,1,,1,,,
wirelessettings,wireless settings,1,,1,,,
wirelles,wire less,1,,1,,,
wirepermission,wire permission,1,,,,,
wireshark,wire shark,1,,,,,
wirtschaft,wires chat,1,1,,,,1
wischen,wischen,,,,,1,
wispr,wisp,,1,,,,
wissens,wises,,2,,,,
withappendid,with app en did,3,,,,,
withbase,with base,1,,,,,
withcofactor,with cofactor,1,,,,,
withcollectionlist,with collection list,2,,,,,
withinsecable,with insert cable,2,,1,,,
withn,within,,,1,,,
withnokey,with no key,2,,,,,
withoutbarfing,without barfing,1,,,,,
withoutdotooobaseversion,without do too observation,3,,,,,*
withoutdotproductversion,without dot product version,3,,,,,
withoutdotunixproductname,without do tunix product name,4,,,,,
withsource,with source,1,,,,,
withstring,with string,1,,,,,
withtablectrl,with table ctrl,2,,,,,
withtablereference,with table reference,2,,,,,
withtext,with text,1,,,,,
withthe,with the,1,,,,,
withyieldallowed,with yield allowed,2,,,,,
wizad,wizard,,,1,,,
wizardcategory,wizard category,1,,,,,
wizardclass,wizard class,1,,,,,
wizarddialog,wizard dialog,1,,,,,
wizardfinishutils,wizard finish utile,2,,,,,*
wizardhandle,wizard handle,1,,,,,
wizardid,wizard id,1,,,,,
wizardimportbreakpoints,wizard import breakpoints,2,,,,,
wizardmachine,wizard machine,1,,,,,
wizardpage,wizard page,1,,,,,
wizardshortcutaction,wizard shortcut action,2,,,,,
wizban,wiz ban,1,,,,,
wizflow,wiz flow,1,,,,,
wizzard,wizard,,1,,,,
wkloc,wk lock,1,,1,,,
wkvtpifdlqu,wkvtpifdlqu,,,,,1,
wlcontext,welcome text,1,,,,,*
wldynamic,wl dynamic,1,,,,,
wlhelpcentral,wl help central,2,,,,,
wllogout,wl logout,1,,,,,
wlong,w long,1,,,,,
wlqau,wlqau,,,,,1,
wlsrun,wlsrun,,,,,1,
wmaincrtstartup,w main crt startup,3,,,,1,
wmclass,wm class,1,,,,,
wmdrm,wm drum,1,,1,,,
wmelhem,wm elemi,,1,1,,1,
wmimportmsgs,wm import messages,2,,4,,,
wmmouseup,wm mouse up,2,,,,,
wmparams,wm prams,1,1,,,,
wmpcoreoperations,wamp core operations,2,,1,,,
wmscroll,wm scroll,1,,,,,
wntmscilib,wntmscilib,,,,,1,
wntmsciruntime,wnt msci runtime,2,,,,,
wobjkaig,wobjkaig,,,,,1,
woffdecodetobuffer,woff decoded buffer,2,1,,,,*
woffdirentry,woff directory,1,,,,,*
wohle,whole,,,,1,,
wokspace,workspace,,,1,,,
wolford,wolfed,,1,,,,*
wolschon,wolschon,,,,,1,
woltlab,volt lab,1,,,,,*
womble,womb le,1,,,,,
womoz,womoz,,,,,1,
wondershaper,wonder shaper,1,,,,,
wonfix,won fix,1,,,,,
wontfixed,wont fixed,1,,,,,
wontfixing,wont fixing,1,,,,,
wontfixscrewyou,wont fix screw you,3,,,,,
woofull,woo full,1,,,,,
woojin,woo jinn,1,,1,,,
wooodcock,wood cock,,1,,,,
woorld,world,,1,,,,
wordart,word art,1,,,,,
wordcomparison,word comparison,1,,,,,
wordflow,word flow,1,,,,,
wordlen,word len,1,,,,,
wordlists,word lists,1,,,,,
wordmergeviewer,word merge viewer,2,,,,,
wordnet,word net,1,,,,,
wordnext,word next,1,,,,,
wordpres,word press,1,,1,,,
wordpress,word press,1,,,,,
wordprocessor,word processor,1,,,,,
wordreference,word reference,1,,,,,
wordsallhavetogoinonelongsentence,word shall have to going on along sentence,7,,2,,,*
wordsgettingmashedsolidlytogether,words getting mashed solidly together,4,,,,,
wordstartsinsideligature,word starts inside ligature,3,,,,,
wordtype,word type,1,,,,,
worikng,working,,,,1,,
workarond,workaround,,,1,,,
workaroud,workaround,,,,1,,
workbase,work base,1,,,,,
workbatch,work batch,1,,,,,
workbenchactionbuilder,work bench action builder,3,,,,,
workbenchactivitymanager,work bench activity manager,3,,,,,
workbenchactivitysupport,work bench activity support,3,,,,,
workbenchadvisortest,work bench advisor test,3,,,,,
workbenchbpelprogram,work bench bell program,3,,,,,*
workbenchcommandaction,work bench command action,3,,,,,
workbenchconfigurer,work bench configure,2,1,,,,
workbenchecpetion,work bench exception,2,,2,,,
workbencherrorhadler,work bench error handler,3,,1,,,
workbenchexecutiondeploymentadapter,work bench execution deployment adapter,4,,,,,
workbenchfactory,work bench factory,2,,,,,
workbenchhelp,work bench help,2,,,,,
workbenchhelper,work bench helper,2,,,,,
workbenchkeyboar,work bench key boar,3,,,,,
workbenchlabelprovider,work bench label provider,3,,,,,
workbenchlocationdetailspage,work bench location details page,4,,,,,
workbenchmenu,work bench menu,2,,,,,
workbenchpart,work bench part,2,,,,,
workbenchpartgraphicaleditpart,work bench part graphical edit part,5,,,,,
workbenchpartreference,work bench part reference,4,,,,,
workbenchpreferenceexpressionnode,work bench preference expression node,4,,,,,
workbenchreporter,work bench reporter,2,,,,,
workbenchuseractivitymonitor,work bench user activity monitor,4,,,,,
workbenchuserauthenticator,work bench user authenticator,3,,,,,
workcountry,work country,1,,,,,
worken,work en,1,,,,,
workench,workbench,1,,,,,
workerfunc,worker function,1,,4,,,
workermgmt,worker management,1,,5,,,
workerrun,worker run,1,,,,,
workfile,work file,1,,,,,
workfllow,work flow,1,1,,,,
workflowrunner,work flow runner,2,,,,,
workingafteer,working after,1,1,,,,
workingasintended,working as intended,2,,,,,
workingcopypreferences,working copy preferences,2,,,,,
workingdb,working db,1,,,,,
workingdir,working dir,1,,,,,
workingdirectoryblock,working directory block,2,,,,,
workingg,working,1,1,,,,
workingsetdecorator,working set decorator,2,,,,,
workingsetdecoratorwrapper,working set decorator wrapper,3,,,,,
workingsetgroup,working set group,2,,,,,
workingsetselectiondialog,working set selection dialog,3,,,,,
workitem,work item,1,,,,,
workline,work line,1,,,,,
worklist,work list,1,,,,,
worklogplugin,work log plugin,2,,,,,
workoffline,work offline,1,,,,,
workpace,work pace,1,,,,,
workphone,work phone,1,,,,,
workprogram,work program,1,,,,,
worksapce,work space,1,,,1,,
worksheetfunction,work sheet function,2,,,,,
worksp,work sp,1,,,,,
workspaceaction,work space action,2,,,,,
workspacebindinginstalljob,work space binding install job,4,1,,,,
workspaceclasspathfinder,work space class path finder,4,,,,,
workspaceinfo,work space info,2,,,,,
workspacelanguageconfiguration,work space language configuration,3,,,,,
workspacelocation,work space location,2,,,,,
workspacemigrationjob,work space migration job,3,,,,,
workspacemodifycancellableoperationwrapper,works pace modify cancel label operation wrapper,6,,,1,,
workspacemodifydelegatingoperation,work space modify delegating operation,4,,,,,
workspacep,work space ,1,1,,,,
workspacepluginmodelmanager,work space plugin model manager,4,,,,,
workspacescope,work space scope,2,,,,,
workspaceundomonitor,work space undo monitor,3,,,,,
workstationname,work station name,2,,,,,
worktree,work tree,1,,,,,
workwin,work win,1,,,,,
workwindow,work window,1,,,,,
worky,work,,1,,,,
worldcommunitygrid,world community grid,2,,,,,
worldd,world,,1,,,,
worldwinddata,world win data,2,1,,,,
wormholeregion,worm hole region,2,,,,,
worok,work,,1,,,,
worsk,works,,,,1,,
worspace,workspace,,,1,,,
wortking,working,,1,,,,
wouldbe,would be,1,,,,,
wouldl,would,,1,,,,
wouldn,wouldnt,,,1,,,
woutputoffset,output offset,2,1,,,,
wparentheses,parentheses,,1,,,,
wpdoc,wp doc,1,,,,,
wpfuniv,wp funiv,1,,,,1,
wpidlog,wpi dialog,1,,2,,,
wpsyslog,wp syslog,1,,,,,
wqdswq,wqdswq,,,,,1,
wqeawibbjaxbgorbgeeaygphcog,wqeawibbjaxbgorbgeeaygphcog,,,,,1,
wqereffsdf,wqereffsdf,,,,,1,
wrapdefault,wrap default,1,,,,,
wrapexception,wrap exception,1,,,,,
wrapexceptionbasedonstatus,wrap exception based on status,4,,,,,
wrapfactory,wrap factory,1,,,,,
wrapid,wrap id,1,,,,,
wrapinfluenceonposition,wrap influence on position,3,,,,,
wraping,wrapping,,,1,,,
wraplistsinplace,wrap listing place,2,1,1,,,
wrapmessage,wrap message,1,,,,,
wrapnative,wrap native,1,,,,,
wrappedcatch,wrapped catch,1,,,,,
wrappedcontentwin,wrapped content win,2,,,,,
wrappeddriver,wrapped driver,1,,,,,
wrappedexce,wrapped exec,1,,,1,,
wrappedfun,wrapped fun,1,,,,,
wrappedjsobjects,wrapped js objects,2,,,,,
wrappedlist,wrapped list,1,,,,,
wrappednativesuspecter,wrapped native suspected,2,,,,,*
wrappedplainview,wrapped plain view,2,,,,,
wrappedunoexception,wrapped uno exception,2,,,,,
wrappedviewerlabelprovider,wrapped viewer label provider,3,,,,,
wrappedworkbenchrefreshaction,wrapped workbench refresh action,3,,,,,
wrapperlayout,wrapper layout,1,,,,,
wrappertoreflectinterfacenames,wrapper to reflect inter face names,5,,,,,
wraprhinoexception,wrap rhino exception,2,,,,,
wraptype,wrap type,1,,,,,
wrathmanager,wrath manager,1,,,,,
wredundant,redundant,,1,,,,
wrhostadapter,wr host adapter,2,,,,,
writablebytechannel,writable byte channel,2,,,,,
writablelist,writable list,1,,,,,
writablepdom,writable prom,1,,,,,*
writeaccessexception,write access exception,2,,,,,
writeallobjectswithchangeset,write all objects with change set,5,,,,,
writebigdecimal,write big decimal,2,,,,,
writeblocks,write blocks,1,,,,,
writeblockstart,write block start,2,,,,,
writebundlestxt,write bundle stat,2,,,,,
writebytes,write bytes,1,,,,,
writechanges,write changes,1,,,,,
writecharacters,write characters,1,,,,,
writeclassfile,write class file,2,,,,,
writeclassfilebytes,write class file bytes,3,,,,,
writeclear,write clear,1,,,,,
writecomplextype,write complex type,2,,,,,
writedatabase,write database,1,,,,,
writediffresult,write diff result,2,,,,,
writedirectoryentry,write directory entry,2,,,,,
writeentry,write entry,1,,,,,
writeerror,write error,1,,,,,
writefieldsin,write field sin,2,,,,,
writeformat,write format,1,,,,,
writefrom,write from,1,,,,,
writefullcontent,write full content,2,,,,,
writeimages,write images,1,,,,,
writeinternal,write internal,1,,,,,
writeitem,write item,1,,,,,
writelob,write lob,1,,,,,
writelocked,write locked,1,,,,,
writeloop,write loop,1,,,,,
writemap,write map,1,,,,,
writeminidump,write mini dump,1,,,,,
writeminidumponhandlerthread,write mini dump on handler thread,5,,,,,
writemodfile,write mod file,2,,,,,
writenative,write native,1,,,,,
writenewfile,write new file,2,,,,,
writeobjectinternal,write object internal,2,,,,,
writeoutput,write output,1,,,,,
writeoutto,write out to,2,,,,,
writeplugin,write plugin,1,,,,,
writepreffile,write pre file,1,1,,,,
writeprologue,write prologue,1,,,,,
writequery,write query,1,,,,,
writerdocument,writer document,1,,,,,
writerengine,writer engine,1,,,,,
writerequiredcapabilities,writer required capabilities,2,,1,,,
writerevision,write revision,1,,,,,
writerfilterdetection,writer filter detection,2,,,,,
writerneedsconfirm,writer needs confirm,2,,,,,
writerref,writer ref,1,,,,,
writerspub,writers pub,1,,,,,
writertemplateforja,writer template for ja,3,,,,,
